path,fname,label,w,h,img_mode,n_masks,mask_paths,md5,phash,group,conflict,split,fold
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (165).png,benign (165).png,benign,558,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (165)_mask.png,71f65f14971a00ae1b19146a4b3a596d,a4bb9b5265c0cacb,73,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (166).png,benign (166).png,benign,555,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (166)_mask.png,2a7f27ae8f1165a6a4dd8e249ba04d1d,988589fbb2f08dc9,74,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (167).png,benign (167).png,benign,566,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (167)_mask.png,eb0f9f2a7e6c62bb67243d3795a33453,e19a1ee919d7a688,75,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (168).png,benign (168).png,benign,557,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (168)_mask.png,4db94901b34535589da9187f4d187262,85f34b8c32f38d8c,76,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (169).png,benign (169).png,benign,561,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (169)_mask.png,f3e06b4f6d19db4726a97eabc0744767,9d9f6670f283c885,77,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (17).png,benign (17).png,benign,558,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (17)_mask.png,186a30e7d82f72ad9e551c0d1d86dacb,95e06b9f52160ced,362,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (170).png,benign (170).png,benign,564,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (170)_mask.png,3c7c36b43928231cfe80866c7fd090b5,a6ecd192c0eceb94,79,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (171).png,benign (171).png,benign,566,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (171)_mask.png,27fd130630be8a1a02324bf3c4b38f6c,e88b3274d793e988,80,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (172).png,benign (172).png,benign,619,589,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (172)_mask.png,a2c6bc327ab3a2919ae08d61b978fdd5,8dfc70c243c3d9b8,81,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (173).png,benign (173).png,benign,726,573,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (173)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (173)_mask_1.png,9f45ea48504b6d78d95942164ecae490,90af6fe6d29290b8,82,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (174).png,benign (174).png,benign,556,490,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (174)_mask.png,23b294c47df796a3d848a3ea48c97016,c3b3bccdc171306c,83,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (175).png,benign (175).png,benign,765,573,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (175)_mask.png,6785f02cd26e8079ba22891ace8cb7dc,a3f94c86733998c6,84,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (176).png,benign (176).png,benign,715,487,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (176)_mask.png,2ab082206fedad94271ea31a3770c4bb,94ab1bcc9cc0c797,85,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (177).png,benign (177).png,benign,562,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (177)_mask.png,f8e9e03cc6e036d03f64c2630cae001e,d8dfa7e2e0809e8c,278,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (178).png,benign (178).png,benign,772,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (178)_mask.png,7b2407e411a9968df67280f79d82314b,8ce79d51328cd8f4,87,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (179).png,benign (179).png,benign,422,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (179)_mask.png,39cb79d3598f22af01d776d605c5b976,fbd964445b932307,88,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (18).png,benign (18).png,benign,564,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (18)_mask.png,2ce7b94bc0b85d87709c677a761e7dab,97ecb294cd5b12a8,89,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (180).png,benign (180).png,benign,763,600,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (180)_mask.png,f15cc39a9aee04ad73d67583b3e39a22,c7b93ac2e4ac8b92,90,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (181).png,benign (181).png,benign,733,455,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (181)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (181)_mask_1.png,7bc020e9835d552e410bc40fd5770952,89a6d9db264d7298,91,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (182).png,benign (182).png,benign,555,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (182)_mask.png,648ca1827f3a70df2f0415161346b64a,d2ad2dd49016c6fc,92,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (183).png,benign (183).png,benign,916,683,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (183)_mask.png,bbb6837ee1f4d8e11edaf4da8c06d00c,f0d14f0e17b1b1c5,93,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (184).png,benign (184).png,benign,349,487,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (184)_mask.png,46bb599c16873e598214760f09cb474b,95e8ea96970c7878,94,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (185).png,benign (185).png,benign,752,592,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (185)_mask.png,d3d42a9f99798f7fc8cfd08d49e9af1e,ea81077a25b6f8b8,95,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (186).png,benign (186).png,benign,741,574,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (186)_mask.png,8640dc97c0ec6a315503c2820bbfdf59,faa7181a66e19e86,96,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (187).png,benign (187).png,benign,730,574,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (187)_mask.png,a87861cd25bdaf363d8ce91f2fdf1a96,98e97496638cbab1,97,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (188).png,benign (188).png,benign,655,600,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (188)_mask.png,bdbdf5a5b3cabad50dce39e45b0f501f,805a813e952fd76d,98,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (189).png,benign (189).png,benign,544,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (189)_mask.png,b7007b25a2c50a8fcd5aed510698dc9a,9c9937e4e48d8473,99,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (19).png,benign (19).png,benign,663,572,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (19)_mask.png,44e92f0bdf87505d7288482cc4b949a9,8ef55042338cedda,100,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (190).png,benign (190).png,benign,734,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (190)_mask.png,3f03b0954b500e07c3ea12d084ccd77f,daacc73334c0b8e3,101,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (191).png,benign (191).png,benign,549,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (191)_mask.png,082cb48db39b05cbac2af3f5f1549f7b,e8cba3f2808437f3,102,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (192).png,benign (192).png,benign,557,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (192)_mask.png,1eb2eb6ac930bb4049e026854d2272ba,96cd71131a2dec8d,103,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (193).png,benign (193).png,benign,754,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (193)_mask.png,24782d49f21132617936aa3f492b9bc0,e1bf1cae1e91a390,104,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (194).png,benign (194).png,benign,711,492,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (194)_mask.png,3d198d6f4e682cb5db486826f822f39e,cce9083432f36bab,105,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (195).png,benign (195).png,benign,729,611,RGB,3,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (195)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (195)_mask_1.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (195)_mask_2.png,6478a754e294f3d148cacc4d1548e12c,8001d11f6e573ddb,106,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (196).png,benign (196).png,benign,766,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (196)_mask.png,105d0c6d5412fbd03c1cc71126315841,8cac6227bfd8a499,107,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (197).png,benign (197).png,benign,547,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (197)_mask.png,6e0abba93dd32d696105e6e77ca432b8,fde28298a83d6cd4,417,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (198).png,benign (198).png,benign,759,571,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (198)_mask.png,5c8ecffaf46665aabcab97de80cbb29e,95e69a91b1666b98,109,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (199).png,benign (199).png,benign,556,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (199)_mask.png,70a1ac55af0553adb67f3f9a54b8feb9,f9de088a93e0f09e,165,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (2).png,benign (2).png,benign,557,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (2)_mask.png,af08e8718a509791da991e015325091c,c1bc627b3986c6b8,244,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (20).png,benign (20).png,benign,319,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (20)_mask.png,4696552f02c3ebfff024522d587dea23,98b4e5cb4a5a3666,112,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (200).png,benign (200).png,benign,554,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (200)_mask.png,414c667093937cf063ebd17f6acf2555,bde54282cbdc98b4,212,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (201).png,benign (201).png,benign,556,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (201)_mask.png,1eac8835e47c14d3fab68245b0df2d2a,8ed830627bcf3782,114,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (202).png,benign (202).png,benign,552,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (202)_mask.png,327c0703da1f4b1f0136bebea98b0cf7,f6d688912149eafa,225,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (203).png,benign (203).png,benign,569,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (203)_mask.png,d67e8342eb717edeb4065f5c48f7648a,9cda6335da16a4ca,210,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (204).png,benign (204).png,benign,560,476,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (204)_mask.png,a46befa60fd3245bc906b75e033609ef,84b77bca88acd496,203,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (205).png,benign (205).png,benign,557,477,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (205)_mask.png,81b488bd319641d3345e20895c39d0aa,86b96c5cf91b94a4,181,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (206).png,benign (206).png,benign,569,485,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (206)_mask.png,428b0dad39820207d2d3e7f0148a56ff,94b0eb5b9ca45c9c,227,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (207).png,benign (207).png,benign,562,481,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (207)_mask.png,f40e5fff729be7d05ed49fefc22bd866,fdb04a6bc1d38788,174,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (208).png,benign (208).png,benign,562,479,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (208)_mask.png,8f2c5aef9c31ab265900d4164df84e76,c5bb394886e6e1b1,213,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (209).png,benign (209).png,benign,558,477,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (209)_mask.png,a43cae52dd24a6cba87378cb43dde871,c6ec3b1b499598d4,219,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (21).png,benign (21).png,benign,558,451,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (21)_mask.png,d566f8863d6e176188e67fadc586caba,85fe78b19987862c,123,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (210).png,benign (210).png,benign,563,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (210)_mask.png,42b21c55cbb488ec8de0da0372f659e5,c8a33c5c42e9ba97,220,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (211).png,benign (211).png,benign,557,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (211)_mask.png,e99001cc88e52dcc66efdb3ecfd3b32e,e9883e128acad4bf,172,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (212).png,benign (212).png,benign,558,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (212)_mask.png,5bd85c398518ccb353ee0a5000ff7b65,94a56b5a52f98996,126,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (213).png,benign (213).png,benign,573,486,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (213)_mask.png,667b6114a4dd2d9f7c83953b7e3234f7,90844b5b7cf6c6a6,171,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (214).png,benign (214).png,benign,602,396,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (214)_mask.png,929d7cdb79da0222f817b02fd29e94d3,cdda321fb6c080fc,202,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (215).png,benign (215).png,benign,600,396,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (215)_mask.png,78e45f1b465eec1a00f3300dc24f95cb,cd9623bad13ca686,190,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (216).png,benign (216).png,benign,646,386,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (216)_mask.png,1d429640f4aec66e110337957fb1932f,c99536c585f4a5d1,184,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (217).png,benign (217).png,benign,603,396,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (217)_mask.png,93a96157b4bb8ee195b9134630507cb7,c3abee949896c0f2,187,False,test,-1
